a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
zero,two,5,three,32,one,zero,one,zero,two,39,one,42,one
zero,one,0,zero,25,one,one,zero,zero,three,59,one,35,one
zero,zero,10,one,15,zero,zero,one,zero,two,31,one,25,one
zero,zero,1,zero,18,zero,zero,one,zero,zero,79,one,15,one
zero,one,4,zero,27,zero,zero,one,zero,two,39,zero,37,one
one,zero,2,one,35,zero,zero,one,zero,one,59,one,30,zero
zero,zero,4,zero,8,one,zero,zero,zero,two,39,one,15,zero
zero,one,1,zero,42,zero,zero,one,zero,zero,9,one,52,one
one,one,3,zero,18,zero,zero,zero,zero,zero,43,one,28,zero
one,zero,4,three,23,one,zero,one,zero,zero,29,one,33,zero
one,zero,1,zero,21,zero,zero,one,zero,zero,14,one,31,zero
zero,one,4,three,36,one,zero,one,zero,two,19,one,46,one
one,one,4,three,42,zero,zero,one,zero,zero,59,one,25,zero
zero,zero,4,three,40,one,zero,one,zero,zero,39,one,50,zero
one,zero,2,two,23,one,one,zero,zero,zero,34,one,15,zero
one,zero,0,zero,19,zero,zero,zero,zero,zero,53,one,29,zero
zero,one,3,two,18,zero,zero,one,zero,one,44,one,28,one
zero,zero,3,two,26,zero,zero,one,zero,two,83,one,36,one
zero,zero,2,zero,40,zero,zero,one,zero,zero,69,one,25,zero
zero,zero,6,three,39,one,zero,one,zero,zero,59,one,15,zero
zero,zero,5,zero,7,zero,zero,zero,zero,zero,5,one,17,zero
zero,two,4,three,31,zero,zero,one,zero,two,54,one,8,one
one,zero,6,five,39,zero,zero,one,zero,zero,39,one,12,zero
zero,one,3,two,33,zero,zero,one,zero,zero,49,one,28,one
zero,one,4,one,46,zero,zero,one,zero,zero,39,one,49,one
zero,zero,3,two,50,zero,zero,one,zero,zero,25,one,42,zero
zero,zero,2,two,26,one,one,zero,zero,zero,13,one,9,zero
zero,zero,7,three,51,one,one,zero,zero,one,47,one,40,one
zero,one,2,one,21,one,zero,one,zero,one,34,one,25,zero
zero,one,3,two,35,zero,zero,one,zero,zero,17,one,45,zero
one,one,2,one,19,one,zero,one,zero,zero,44,one,29,zero
zero,zero,7,zero,31,one,zero,one,zero,two,47,one,41,one
one,one,4,three,24,zero,zero,one,zero,zero,55,one,33,zero
zero,zero,7,one,11,zero,zero,one,zero,one,44,one,21,zero
zero,one,4,two,25,one,zero,one,zero,two,49,one,35,one
zero,one,6,zero,8,zero,zero,zero,zero,one,39,one,11,zero
one,zero,4,zero,11,one,zero,zero,zero,zero,57,one,5,zero
one,one,3,two,25,one,zero,one,zero,zero,19,one,35,zero
zero,zero,5,two,49,zero,zero,one,zero,zero,39,one,21,zero
one,zero,4,zero,14,one,zero,zero,zero,zero,55,one,24,zero
zero,zero,1,one,30,one,zero,zero,zero,three,34,one,12,one
zero,zero,4,three,20,zero,zero,one,zero,zero,39,one,30,zero
one,zero,0,zero,42,zero,one,zero,zero,zero,41,zero,0,zero
zero,zero,1,zero,15,one,zero,one,zero,one,43,one,25,zero
one,zero,3,two,21,zero,zero,one,zero,zero,55,one,10,zero
zero,zero,3,two,39,one,zero,one,zero,zero,39,one,49,zero
zero,zero,4,three,15,one,zero,one,zero,one,47,one,25,zero
one,zero,2,one,26,one,zero,one,zero,zero,21,one,36,zero
zero,two,3,two,19,one,zero,one,zero,three,24,one,29,one
zero,one,4,zero,10,zero,zero,zero,zero,one,47,one,20,zero
zero,zero,2,two,38,zero,one,zero,zero,one,43,one,48,zero
zero,zero,1,zero,19,zero,zero,zero,zero,one,75,one,3,zero
one,one,1,zero,17,one,zero,one,zero,three,75,one,20,one
zero,zero,3,two,18,one,zero,one,zero,zero,1,one,14,zero
one,zero,1,zero,9,zero,zero,one,zero,one,39,one,19,zero
zero,zero,1,zero,28,zero,zero,one,zero,two,47,one,38,zero
zero,zero,2,zero,48,zero,zero,one,zero,zero,69,one,44,zero
zero,one,4,three,29,zero,zero,one,zero,two,39,one,15,one
zero,zero,4,three,20,zero,zero,one,zero,zero,49,one,5,zero
zero,one,4,three,28,zero,zero,one,zero,one,69,one,28,one
one,zero,0,zero,28,zero,zero,zero,zero,zero,23,one,26,zero
zero,zero,0,zero,43,zero,zero,zero,zero,zero,47,one,20,zero
zero,one,4,two,28,one,zero,one,zero,two,39,one,27,one
zero,zero,4,three,37,zero,zero,one,zero,one,47,one,1,zero
one,zero,2,one,29,one,zero,one,zero,zero,39,one,39,zero
one,one,2,one,45,zero,zero,one,zero,two,79,one,26,one
zero,one,3,two,22,zero,zero,one,zero,two,39,one,32,zero
one,zero,6,five,31,one,zero,one,zero,zero,39,one,31,zero
zero,zero,3,two,29,zero,zero,one,zero,zero,90,one,20,zero
one,zero,5,zero,4,zero,zero,zero,zero,one,24,one,14,zero
zero,one,3,two,35,zero,zero,one,zero,zero,44,one,31,zero
zero,one,2,one,30,one,zero,one,zero,zero,39,one,20,zero
zero,one,3,two,32,one,zero,one,zero,two,39,one,22,one
zero,one,4,zero,13,zero,zero,zero,zero,two,39,one,18,zero
one,zero,2,one,31,zero,zero,one,zero,one,75,one,41,one
one,one,10,zero,15,zero,zero,zero,zero,two,39,one,7,zero
zero,zero,2,one,18,zero,zero,one,zero,one,59,one,28,zero
zero,zero,4,zero,15,zero,zero,one,zero,one,39,one,22,one
zero,one,3,two,19,zero,zero,one,zero,zero,39,one,4,zero
zero,one,2,one,53,zero,zero,one,zero,zero,47,one,63,zero
zero,zero,2,one,38,zero,zero,one,zero,one,35,one,48,zero
zero,zero,0,zero,26,one,one,zero,zero,zero,79,one,15,one
one,zero,2,one,21,one,zero,one,zero,one,24,one,31,zero
zero,one,3,two,39,one,one,zero,zero,three,42,one,49,one
zero,two,3,two,28,zero,zero,one,zero,three,43,one,38,one
zero,zero,4,two,24,zero,zero,one,zero,zero,47,one,34,zero
zero,zero,2,one,21,zero,zero,one,zero,zero,47,one,10,zero
zero,zero,1,one,25,one,zero,zero,zero,two,13,zero,2,zero
zero,zero,4,two,59,zero,zero,one,zero,zero,29,one,29,zero
zero,zero,3,zero,13,zero,one,zero,zero,one,41,one,0,zero
zero,zero,4,three,30,zero,zero,one,zero,zero,83,one,40,one
zero,one,2,one,32,zero,zero,one,zero,one,43,one,42,one
zero,zero,4,three,24,zero,zero,one,zero,zero,47,one,34,zero
one,zero,5,three,21,zero,zero,one,zero,zero,39,one,31,zero
zero,one,3,two,15,zero,zero,one,zero,zero,55,one,11,one
zero,three,5,three,59,zero,zero,one,zero,two,19,one,30,one
zero,two,4,three,33,zero,zero,one,zero,zero,69,one,13,one
zero,zero,2,one,11,zero,zero,one,zero,zero,87,one,19,zero
zero,zero,10,one,7,one,zero,zero,zero,zero,2,one,9,zero
one,one,2,one,20,zero,zero,one,zero,one,81,one,30,one
one,one,1,zero,24,zero,zero,one,zero,one,55,one,34,zero
one,one,1,zero,23,zero,zero,one,zero,two,85,one,33,one
one,zero,1,zero,27,zero,zero,zero,zero,two,19,one,37,zero
zero,one,4,three,30,zero,zero,one,zero,two,44,one,40,one
one,zero,1,zero,49,one,zero,one,zero,zero,65,one,40,zero
zero,one,3,zero,7,zero,zero,zero,zero,zero,47,one,2,zero
zero,zero,5,four,33,one,zero,one,zero,zero,29,one,23,zero
zero,zero,0,zero,20,zero,zero,zero,zero,three,47,one,8,one
one,zero,0,zero,14,one,zero,zero,zero,two,47,one,24,zero
zero,zero,3,zero,31,zero,zero,zero,zero,one,43,one,41,zero
zero,one,2,one,24,one,zero,one,zero,zero,43,one,34,zero
zero,zero,4,three,38,one,zero,one,zero,zero,53,zero,7,zero
zero,zero,2,one,33,one,zero,one,zero,two,39,one,43,zero
one,zero,11,nine,33,zero,zero,one,zero,zero,39,one,43,zero
zero,one,3,two,38,zero,zero,one,zero,one,71,one,6,zero
zero,zero,3,two,30,zero,zero,one,zero,zero,47,one,16,zero
zero,zero,4,three,39,zero,zero,one,zero,one,94,one,30,one
zero,zero,7,four,21,zero,zero,one,zero,one,54,one,10,zero
zero,zero,4,zero,4,zero,zero,zero,zero,zero,35,one,14,zero
zero,zero,4,three,27,zero,zero,one,zero,zero,47,one,37,zero
zero,three,4,zero,20,zero,zero,zero,zero,two,43,one,30,one
zero,one,3,zero,8,one,zero,zero,zero,two,39,one,18,one
one,zero,3,two,33,one,zero,one,zero,zero,59,one,43,zero
zero,zero,1,zero,46,one,zero,one,zero,one,39,one,40,zero
one,zero,2,one,7,one,zero,one,zero,zero,19,one,17,zero
one,zero,3,one,36,one,one,zero,zero,zero,29,one,15,zero
one,zero,4,three,27,zero,zero,one,zero,one,47,one,8,one
one,zero,1,zero,15,one,zero,one,zero,three,39,one,15,one
zero,zero,3,two,31,zero,zero,one,zero,two,54,one,41,zero
one,zero,0,zero,52,one,one,zero,zero,zero,41,one,40,zero
zero,zero,6,four,17,zero,zero,one,zero,zero,39,one,6,zero
zero,zero,3,two,15,one,zero,one,zero,one,71,one,25,zero
zero,zero,3,two,47,zero,zero,one,zero,zero,64,one,28,zero
one,zero,0,zero,38,zero,zero,zero,zero,zero,39,one,48,one
zero,zero,7,two,17,zero,zero,one,zero,one,44,one,22,zero
zero,one,4,two,31,zero,zero,one,zero,zero,43,one,20,zero
zero,zero,5,five,37,one,one,zero,zero,zero,39,one,7,zero
zero,one,2,one,14,zero,zero,one,zero,one,39,one,24,zero
zero,zero,2,one,63,zero,zero,one,zero,zero,39,one,73,zero
zero,zero,4,three,17,one,zero,one,zero,zero,19,one,27,zero
zero,two,5,three,35,one,zero,one,zero,two,59,one,45,one
zero,four,3,two,44,one,zero,one,zero,two,71,one,33,one
zero,zero,1,zero,27,one,zero,one,zero,zero,43,one,37,zero
zero,zero,3,two,26,zero,zero,one,zero,one,43,one,5,one
one,zero,2,one,12,zero,zero,one,zero,one,47,one,1,zero
zero,three,3,two,44,one,zero,one,zero,two,59,one,20,one
zero,zero,2,one,43,one,zero,one,zero,zero,31,one,50,zero
zero,one,1,zero,19,one,zero,one,zero,two,39,one,29,zero
one,zero,1,zero,15,one,zero,one,zero,one,59,one,3,zero
one,zero,9,zero,10,zero,zero,zero,zero,zero,47,one,20,zero
zero,zero,1,zero,10,zero,zero,one,zero,two,41,one,1,zero
zero,zero,1,zero,48,zero,zero,one,zero,zero,39,one,40,one
zero,zero,3,two,31,zero,zero,one,zero,one,39,one,41,one
zero,two,3,two,29,zero,zero,one,zero,zero,47,one,27,one
zero,zero,6,five,27,one,zero,one,zero,zero,15,one,20,zero
zero,zero,1,zero,63,zero,zero,one,zero,zero,55,one,50,one
one,one,2,zero,24,one,one,zero,zero,three,35,one,20,one
zero,zero,1,zero,22,zero,zero,zero,zero,one,43,one,21,zero
one,one,2,one,19,zero,zero,one,zero,two,39,one,28,one
zero,zero,4,three,32,one,zero,one,zero,zero,43,one,42,zero
zero,zero,7,six,50,one,zero,one,zero,zero,29,one,40,zero
zero,one,7,one,11,one,zero,one,zero,zero,52,one,21,zero
zero,zero,5,three,22,zero,zero,one,zero,one,35,one,25,zero
zero,one,3,one,27,zero,zero,one,zero,zero,59,one,27,one
zero,zero,5,four,40,one,zero,one,zero,zero,43,one,48,zero
zero,zero,2,one,17,one,zero,one,zero,two,39,one,16,zero
zero,zero,2,one,16,one,zero,one,zero,two,43,one,26,zero
zero,zero,4,two,19,one,zero,one,zero,zero,43,one,29,zero
zero,one,3,one,17,zero,zero,one,zero,zero,49,one,27,one
zero,one,5,three,37,zero,zero,one,zero,two,49,one,47,one
one,one,2,one,30,one,zero,one,zero,zero,79,one,40,zero
zero,zero,4,zero,17,zero,zero,zero,zero,zero,47,one,20,zero
zero,zero,4,zero,12,one,zero,one,zero,one,41,one,22,zero
zero,one,3,two,29,zero,zero,one,zero,two,49,zero,38,one
zero,zero,3,two,25,one,zero,one,zero,two,47,one,35,zero
zero,zero,6,zero,9,zero,zero,zero,zero,one,39,one,19,zero
zero,zero,5,two,49,one,zero,one,zero,zero,21,one,59,zero
zero,one,3,zero,30,zero,one,zero,zero,three,39,one,40,one
one,zero,3,two,12,zero,zero,one,zero,zero,39,one,4,zero
zero,zero,4,three,30,one,zero,one,zero,zero,23,one,40,zero
zero,zero,1,zero,33,zero,zero,one,zero,one,41,one,3,one
one,zero,2,one,44,one,zero,one,zero,one,24,zero,54,zero
zero,zero,2,one,29,zero,zero,one,zero,zero,55,one,39,zero
one,zero,3,one,37,zero,zero,one,zero,two,19,one,47,zero
one,zero,5,three,32,zero,zero,one,zero,one,49,one,1,zero
zero,one,5,three,46,zero,zero,one,zero,zero,74,one,40,one
zero,zero,4,zero,14,one,zero,zero,zero,zero,29,one,13,zero
zero,zero,2,one,42,zero,zero,one,zero,zero,47,one,5,one
zero,one,4,zero,10,zero,zero,zero,zero,two,29,one,12,zero
zero,two,2,zero,19,zero,one,zero,zero,two,49,one,12,one
zero,zero,2,zero,29,one,zero,zero,zero,two,44,one,39,one
one,zero,2,one,11,zero,zero,one,zero,one,41,one,21,zero
zero,one,2,one,53,zero,zero,one,zero,zero,47,one,63,one
one,zero,7,zero,9,zero,zero,zero,zero,one,34,one,14,zero
one,zero,5,four,18,zero,zero,one,zero,zero,47,one,8,zero
one,one,3,two,17,one,zero,one,zero,one,59,one,27,zero
one,zero,1,zero,10,one,zero,zero,zero,one,53,one,0,zero
zero,zero,5,four,37,zero,zero,one,zero,zero,47,one,47,one
zero,one,4,three,31,one,zero,one,zero,zero,59,one,19,zero
zero,zero,5,one,17,one,zero,zero,zero,zero,47,one,4,zero
zero,one,2,zero,15,zero,zero,zero,zero,two,53,one,22,zero
zero,one,3,one,18,one,zero,one,zero,zero,44,one,28,zero
zero,zero,3,two,40,one,zero,one,zero,zero,71,one,50,zero
zero,one,3,one,58,zero,zero,one,zero,zero,47,one,68,one
zero,one,3,two,24,zero,zero,one,zero,zero,47,one,14,zero
zero,one,4,one,43,one,zero,one,zero,zero,11,one,53,zero
zero,zero,1,zero,47,zero,zero,one,zero,zero,39,one,48,zero
zero,three,4,two,20,zero,zero,one,zero,one,47,one,30,zero
zero,zero,4,three,16,zero,zero,one,zero,zero,59,one,1,zero
one,zero,0,zero,35,zero,zero,zero,zero,zero,49,one,45,zero
zero,one,2,one,34,one,zero,one,zero,two,43,one,40,one
zero,two,3,two,33,one,zero,one,zero,two,49,one,8,one
zero,one,2,zero,15,zero,zero,zero,zero,one,43,one,25,one
one,zero,0,zero,29,zero,zero,zero,zero,zero,44,one,10,zero
zero,zero,2,one,11,one,zero,one,zero,zero,35,one,21,zero
zero,zero,4,three,51,zero,zero,one,zero,zero,39,one,6,one
zero,one,3,two,32,one,zero,one,zero,zero,79,one,42,zero
zero,one,1,zero,40,one,zero,one,zero,two,44,one,16,one
zero,zero,5,four,47,zero,zero,one,zero,zero,54,one,57,zero
zero,zero,2,one,28,zero,zero,one,zero,one,42,one,38,zero
zero,one,6,five,26,zero,zero,one,zero,zero,7,one,36,zero
zero,zero,2,one,22,one,zero,one,zero,two,43,one,32,one
zero,one,1,zero,60,zero,zero,one,zero,zero,31,one,42,one
zero,one,4,three,40,zero,zero,one,zero,zero,39,one,47,zero
zero,two,3,two,47,zero,zero,one,zero,zero,59,one,10,one
zero,one,10,zero,16,one,zero,zero,zero,two,39,one,15,zero
one,zero,3,two,18,zero,zero,one,zero,one,59,one,7,zero
zero,one,0,zero,13,zero,zero,zero,zero,zero,47,one,20,zero
zero,zero,2,zero,7,one,zero,zero,zero,zero,41,one,17,zero
one,zero,5,three,24,zero,zero,one,zero,zero,39,one,34,zero
one,zero,4,three,19,zero,zero,one,zero,zero,59,one,14,zero
zero,zero,10,zero,10,zero,zero,zero,zero,zero,39,one,20,zero
one,zero,3,two,28,one,zero,one,zero,zero,9,one,20,zero
zero,zero,4,three,36,zero,zero,one,zero,one,39,one,46,one
zero,zero,5,four,26,one,zero,one,zero,zero,49,one,34,zero
one,zero,12,six,45,zero,zero,one,zero,zero,39,one,44,zero
zero,one,3,two,25,one,zero,one,zero,two,71,one,5,zero
zero,zero,3,two,26,zero,zero,one,zero,two,35,zero,30,zero
one,zero,3,two,26,one,zero,one,zero,one,47,one,2,zero
one,zero,4,three,32,zero,zero,one,zero,zero,59,one,42,zero
zero,zero,1,zero,22,zero,zero,one,zero,zero,59,one,32,zero
one,zero,6,zero,9,zero,zero,zero,zero,one,59,one,19,zero
zero,zero,3,two,7,one,zero,one,zero,zero,11,one,10,zero
zero,zero,1,one,51,one,zero,zero,zero,zero,69,one,40,zero
zero,zero,4,zero,12,zero,zero,zero,zero,one,47,one,22,zero
one,zero,10,zero,17,zero,zero,zero,zero,one,39,one,5,zero
one,one,3,two,22,zero,zero,one,zero,zero,76,one,32,zero
zero,one,9,zero,11,zero,zero,zero,zero,one,39,one,10,zero
one,zero,2,one,33,one,zero,one,zero,zero,3,one,25,zero
zero,one,4,zero,7,zero,zero,zero,zero,one,23,one,17,zero
zero,zero,1,one,60,one,one,zero,zero,zero,35,one,70,zero
one,zero,8,two,15,one,zero,zero,zero,zero,71,one,0,zero
zero,one,5,four,32,zero,zero,one,zero,one,49,one,25,zero
one,zero,3,two,14,zero,zero,one,zero,zero,47,one,24,zero
one,one,3,zero,13,one,zero,zero,zero,two,39,one,5,zero
zero,zero,4,zero,9,zero,zero,zero,zero,zero,39,one,2,zero
zero,one,1,zero,23,zero,zero,one,zero,two,44,one,32,one
zero,one,4,zero,11,one,zero,zero,zero,two,39,one,14,zero
zero,zero,2,one,56,zero,zero,one,zero,zero,59,one,14,zero
one,zero,3,two,22,zero,zero,one,zero,one,47,one,4,zero
one,one,3,two,31,zero,zero,one,zero,zero,43,one,41,one
one,zero,1,zero,16,one,zero,one,zero,two,43,one,26,zero
zero,zero,2,one,14,one,zero,zero,zero,two,34,one,24,zero
zero,zero,3,two,44,one,one,zero,zero,one,36,one,35,zero
zero,one,1,zero,27,zero,zero,one,zero,zero,24,one,37,one
zero,zero,1,one,30,one,zero,zero,zero,one,59,one,20,one
zero,zero,11,zero,12,zero,zero,zero,zero,zero,53,one,22,zero
zero,zero,2,zero,11,one,zero,zero,zero,zero,59,one,21,zero
one,one,3,two,24,zero,zero,one,zero,zero,79,one,34,zero
zero,zero,4,three,15,zero,zero,one,zero,zero,43,one,7,zero
zero,zero,3,two,28,one,zero,one,zero,one,29,one,19,zero
zero,one,5,one,13,zero,zero,one,zero,one,47,one,18,zero
zero,zero,2,two,18,one,zero,zero,zero,one,43,one,20,zero
zero,one,3,two,24,one,zero,one,zero,three,43,one,1,zero
zero,two,3,two,40,zero,zero,one,zero,two,39,one,50,one
one,zero,1,zero,15,zero,zero,one,zero,two,43,one,24,zero
zero,zero,7,zero,9,one,zero,zero,zero,zero,43,one,9,zero
one,zero,2,zero,9,zero,zero,one,zero,zero,71,one,8,zero
one,zero,2,one,10,one,zero,one,zero,two,44,one,0,zero
one,zero,2,zero,17,zero,zero,one,zero,two,39,one,27,zero
one,one,4,three,36,zero,zero,one,zero,two,43,one,29,one
one,two,5,two,52,zero,zero,one,zero,one,55,one,62,zero
zero,zero,0,zero,37,zero,one,zero,zero,zero,44,one,35,zero
zero,one,8,zero,6,zero,zero,zero,zero,one,29,one,11,zero
zero,zero,2,one,29,zero,zero,one,zero,one,59,one,39,zero
zero,zero,3,three,27,one,one,zero,zero,zero,47,one,37,zero
zero,zero,4,three,28,zero,zero,one,zero,zero,49,one,4,zero
zero,one,4,two,32,one,zero,one,zero,zero,83,one,20,zero
zero,zero,3,two,50,zero,zero,one,zero,zero,47,one,60,zero
zero,zero,9,six,17,zero,zero,one,zero,zero,48,one,27,zero
zero,zero,3,one,21,one,zero,one,zero,one,17,one,30,zero
zero,zero,6,zero,7,zero,zero,zero,zero,one,39,one,0,zero
zero,zero,3,two,39,zero,zero,one,zero,zero,55,one,42,one
zero,zero,2,zero,14,one,zero,zero,zero,two,39,one,24,one
zero,one,2,one,23,one,zero,one,zero,zero,35,one,13,zero
zero,zero,2,one,28,zero,zero,one,zero,zero,55,one,12,zero
one,one,6,zero,11,one,zero,zero,zero,one,59,one,21,zero
zero,two,2,zero,21,zero,zero,zero,zero,zero,43,one,31,zero
one,zero,6,five,25,zero,zero,one,zero,zero,43,one,32,zero
zero,zero,3,two,30,one,zero,one,zero,zero,34,one,40,zero
zero,one,1,zero,17,zero,zero,zero,zero,two,39,one,24,zero
zero,zero,2,one,27,one,zero,one,zero,zero,24,one,20,zero
zero,zero,8,zero,21,one,zero,zero,zero,one,4,one,31,zero
zero,one,0,zero,64,zero,one,zero,zero,zero,19,one,52,zero
one,zero,4,zero,13,one,zero,zero,zero,two,43,one,23,zero
zero,zero,2,one,12,one,zero,one,zero,zero,41,one,22,zero
zero,one,3,two,34,zero,zero,one,zero,one,47,one,20,one
zero,one,3,two,25,one,zero,one,zero,two,43,one,20,zero
one,one,4,three,30,zero,zero,one,zero,two,39,one,20,one
zero,one,3,two,29,zero,zero,one,zero,one,43,one,39,one
one,zero,3,two,19,zero,zero,one,zero,zero,47,one,29,zero
one,zero,6,zero,17,zero,zero,zero,zero,one,45,one,27,zero
zero,zero,4,four,28,one,one,zero,zero,zero,59,one,15,zero
zero,zero,4,three,14,one,zero,one,zero,zero,19,one,24,zero
one,zero,4,zero,15,zero,zero,zero,zero,one,39,one,1,zero
zero,zero,2,one,18,one,zero,one,zero,zero,59,one,28,zero
zero,zero,2,one,22,zero,zero,one,zero,one,43,one,32,one
zero,zero,8,two,29,one,one,zero,zero,zero,39,one,39,zero
zero,zero,5,zero,17,zero,zero,zero,zero,zero,39,one,27,zero
zero,one,3,zero,11,one,zero,zero,zero,two,43,one,21,zero
zero,one,3,zero,1,one,zero,zero,zero,zero,11,one,7,zero
zero,zero,4,two,40,zero,zero,one,zero,two,39,one,36,zero
zero,zero,10,three,35,one,zero,one,zero,zero,14,one,45,zero
zero,one,8,six,41,one,zero,one,zero,three,19,one,51,one
zero,two,4,zero,11,zero,zero,zero,zero,zero,59,one,21,zero
one,zero,2,one,13,zero,zero,one,zero,zero,43,one,23,zero
zero,two,2,one,40,zero,zero,one,zero,three,44,one,50,one
one,zero,3,two,38,zero,zero,one,zero,zero,76,one,12,one
zero,zero,2,one,15,zero,zero,one,zero,zero,49,one,25,zero
one,zero,3,two,22,one,zero,one,zero,zero,39,one,32,zero
zero,two,4,three,41,zero,zero,one,zero,zero,47,one,21,one
one,zero,4,zero,8,one,zero,zero,zero,zero,39,one,2,zero
one,zero,2,one,43,one,zero,one,zero,two,39,one,53,zero
one,zero,5,four,33,zero,zero,one,zero,two,49,one,43,one
one,zero,2,two,28,one,one,zero,zero,two,14,one,15,zero
zero,zero,1,zero,50,zero,zero,one,zero,one,44,one,38,one
zero,three,9,five,34,one,zero,one,zero,zero,47,one,30,zero
zero,zero,6,zero,14,zero,one,zero,zero,two,67,one,2,zero
zero,one,2,one,32,zero,zero,one,zero,one,74,one,9,zero
zero,one,3,zero,50,zero,zero,one,zero,zero,39,one,14,one
one,one,2,one,27,zero,zero,one,zero,one,59,one,25,one
zero,zero,4,three,16,zero,zero,one,zero,zero,53,one,26,zero
zero,one,2,one,44,zero,zero,one,zero,zero,59,one,6,zero
zero,zero,1,zero,12,zero,zero,one,zero,one,29,one,22,zero
zero,zero,7,six,34,zero,zero,one,zero,zero,53,one,44,zero
zero,zero,1,one,52,one,one,zero,zero,zero,35,one,62,zero
zero,zero,5,two,27,one,zero,one,zero,zero,19,one,37,zero
zero,two,1,zero,47,zero,zero,one,zero,two,39,one,57,one
one,four,0,zero,16,zero,zero,zero,zero,two,44,one,2,one
one,zero,4,three,20,zero,zero,one,zero,one,44,one,4,zero
one,zero,2,one,11,zero,zero,one,zero,one,47,one,0,zero
one,zero,2,one,18,zero,zero,one,zero,zero,35,one,26,zero
zero,one,1,zero,64,zero,zero,one,one,three,19,one,50,one
zero,zero,3,two,28,one,zero,one,zero,zero,39,one,5,zero
zero,zero,1,zero,9,one,zero,one,zero,zero,43,one,19,zero
one,zero,2,one,16,zero,zero,one,zero,zero,47,one,16,zero
one,one,3,two,32,one,one,zero,zero,three,29,one,42,one
zero,two,4,three,29,one,zero,one,zero,two,75,one,39,zero
one,one,2,one,22,zero,zero,one,zero,three,35,one,32,one
zero,one,4,two,17,one,zero,one,zero,one,19,one,15,zero
zero,zero,5,zero,13,zero,zero,zero,zero,two,65,one,9,zero
zero,one,3,two,33,one,zero,one,zero,two,43,one,16,zero
one,one,2,one,17,zero,zero,one,zero,two,61,one,20,one
zero,zero,7,six,42,one,zero,one,zero,zero,39,one,20,zero
zero,zero,4,three,29,zero,zero,one,zero,zero,47,one,39,zero
one,one,3,zero,7,one,zero,zero,zero,one,39,one,15,zero
zero,zero,1,zero,53,zero,zero,one,zero,zero,7,one,40,zero
zero,zero,4,zero,5,zero,zero,zero,zero,zero,83,one,15,zero
zero,zero,2,one,38,one,zero,one,zero,zero,23,one,32,zero
zero,one,3,three,51,zero,one,zero,zero,one,83,one,38,zero
zero,two,3,zero,8,one,zero,zero,zero,two,34,one,11,zero
one,one,2,zero,45,zero,one,zero,zero,zero,49,one,27,zero
zero,one,5,four,35,zero,zero,one,zero,zero,47,one,45,zero
zero,one,5,three,43,one,zero,one,zero,zero,19,one,34,one
zero,zero,4,three,43,one,zero,one,zero,zero,39,one,53,zero
zero,zero,6,five,41,zero,one,zero,zero,zero,59,one,51,zero
zero,one,6,four,28,zero,zero,one,zero,zero,64,one,37,one
zero,zero,4,zero,12,zero,zero,zero,zero,two,35,one,22,zero
